"dog_id" "context_id" "survey_number" "days_after_adoption" "behaviour_code_name" "behaviour_code_number" "behaviour_code_colour"
5 5 "Second" 21 NA NA NA
6 5 "First" 19 "Relaxed" 1 1
6 5 "Second" 40 "Relaxed" 1 1
7 5 "First" 24 "Relaxed" 1 1
7 5 "Second" 53 "Reactive to Dogs Aggressive" 9 3
8 5 "First" 19 "Relaxed" 1 1
8 5 "Second" 19 NA NA NA
9 5 "First" 15 "Relaxed" 1 1
9 5 "Second" 42 "Reactive to People Non Aggressive" 7 2
10 5 "First" 15 "Relaxed" 1 1
10 5 "Second" 35 "Relaxed" 1 1
11 5 "First" 18 "Relaxed" 1 1
11 5 "Second" 18 NA NA NA
12 5 "First" 18 "Relaxed" 1 1
12 5 "Second" 18 NA NA NA
13 5 "First" 21 "Relaxed" 1 1
13 5 "Second" 21 NA NA NA
14 5 "First" 14 "Relaxed" 1 1
14 5 "Second" 56 "Relaxed" 1 1
15 5 "First" 19 "Relaxed" 1 1
15 5 "Second" 44 "Relaxed" 1 1
16 5 "First" 17 "Vocal" 2 1
16 5 "Second" 45 "Relaxed" 1 1
17 5 "First" 21 "Vocal" 2 1
17 5 "Second" 37 "Reactive to People Aggressive" 11 3
18 5 "First" 21 "Relaxed" 1 1
18 5 "Second" 21 NA NA NA
19 5 "First" 21 "Vocal" 2 1
19 5 "Second" 42 "Relaxed" 1 1
20 5 "First" 22 "Relaxed" 1 1
20 5 "Second" 22 NA NA NA
21 5 "First" 21 "Relaxed" 1 1
21 5 "Second" 49 "Relaxed" 1 1
22 5 "First" 19 "Relaxed" 1 1
22 5 "Second" 44 "Relaxed" 1 1
23 5 "First" 19 "Relaxed" 1 1
23 5 "Second" 42 "Relaxed" 1 1
24 5 "First" 19 "Relaxed" 1 1
24 5 "Second" 19 NA NA NA
25 5 "First" 20 "Relaxed" 1 1
25 5 "Second" 41 "Relaxed" 1 1
26 5 "First" 14 "Relaxed" 1 1
26 5 "Second" 14 NA NA NA
27 5 "First" 22 "Relaxed" 1 1
27 5 "Second" 43 "Relaxed" 1 1
28 5 "First" 16 "Relaxed" 1 1
28 5 "Second" 43 "Relaxed" 1 1
29 5 "First" 19 "Relaxed" 1 1
29 5 "Second" 42 "Relaxed" 1 1
30 5 "First" 27 "Relaxed" 1 1
30 5 "Second" 27 NA NA NA
31 5 "First" 16 "Relaxed" 1 1
31 5 "Second" 16 NA NA NA
32 5 "First" 23 "Relaxed" 1 1
32 5 "Second" 23 NA NA NA
33 5 "First" 21 "Relaxed" 1 1
33 5 "Second" 21 NA NA NA
34 5 "First" 24 "Relaxed" 1 1
34 5 "Second" 41 "Relaxed" 1 1
35 5 "First" 20 "Relaxed" 1 1
35 5 "Second" 37 "Relaxed" 1 1
36 5 "First" 18 "Relaxed" 1 1
36 5 "Second" 38 "Relaxed" 1 1
37 5 "First" 19 "Relaxed" 1 1
37 5 "Second" 19 NA NA NA
38 5 "First" 17 "Relaxed" 1 1
38 5 "Second" 17 NA NA NA
39 5 "First" 24 "Relaxed" 1 1
39 5 "Second" 24 NA NA NA
40 5 "First" 19 "Relaxed" 1 1
40 5 "Second" 19 NA NA NA
41 5 "First" 14 "Relaxed" 1 1
41 5 "Second" 14 NA NA NA
42 5 "First" 17 "Relaxed" 1 1
42 5 "Second" 17 NA NA NA
43 5 "First" 15 "Vocal" 2 1
43 5 "Second" 52 "Reactive to People Non Aggressive" 7 2
44 5 "First" 16 "Relaxed" 1 1
44 5 "Second" 16 NA NA NA
45 5 "First" 17 "Relaxed" 1 1
45 5 "Second" 17 NA NA NA
46 5 "First" 19 "Relaxed" 1 1
46 5 "Second" 19 NA NA NA
47 5 "First" 18 "Relaxed" 1 1
47 5 "Second" 18 NA NA NA
48 5 "First" 46 "Relaxed" 1 1
48 5 "Second" 67 "Relaxed" 1 1
49 5 "First" 15 "Relaxed" 1 1
49 5 "Second" 15 NA NA NA
50 5 "First" 17 "Relaxed" 1 1
50 5 "Second" 17 NA NA NA
51 5 "First" 21 "Relaxed" 1 1
51 5 "Second" 36 "Relaxed" 1 1
52 5 "First" 21 "Relaxed" 1 1
52 5 "Second" 42 "Relaxed" 1 1
53 5 "First" 15 "Relaxed" 1 1
53 5 "Second" 51 "Relaxed" 1 1
54 5 "First" 17 "Relaxed" 1 1
54 5 "Second" 17 NA NA NA
55 5 "First" 22 "Relaxed" 1 1
55 5 "Second" 37 "Relaxed" 1 1
56 5 "First" 35 "Vocal" 2 1
56 5 "Second" 35 NA NA NA
57 5 "First" 15 "Stressed" 4 1
57 5 "Second" 44 "Stressed +" 5 2
58 5 "First" 16 "Vocal" 2 1
58 5 "Second" 37 "Relaxed" 1 1
59 5 "First" 18 "Relaxed" 1 1
59 5 "Second" 18 NA NA NA
60 5 "First" 15 "Relaxed" 1 1
60 5 "Second" 15 NA NA NA
61 5 "First" 20 "Relaxed" 1 1
61 5 "Second" 41 "Relaxed" 1 1
62 5 "First" 51 "Relaxed" 1 1
62 5 "Second" 72 "Relaxed" 1 1
63 5 "First" 19 "Relaxed" 1 1
63 5 "Second" 40 "Relaxed" 1 1
64 5 "First" 15 "Relaxed" 1 1
64 5 "Second" 50 "Relaxed" 1 1
65 5 "First" 29 "Relaxed" 1 1
65 5 "Second" 29 NA NA NA
66 5 "First" 15 "Relaxed" 1 1
66 5 "Second" 36 "Reactive to People Non Aggressive" 7 2
67 5 "First" 17 "Relaxed" 1 1
67 5 "Second" 39 "Relaxed" 1 1
68 5 "First" 15 "Relaxed" 1 1
68 5 "Second" 42 "Relaxed" 1 1
69 5 "First" 16 "Relaxed" 1 1
69 5 "Second" 38 "Relaxed" 1 1
70 5 "First" 16 "Relaxed" 1 1
70 5 "Second" 52 "Relaxed" 1 1
71 5 "First" 16 "Relaxed" 1 1
71 5 "Second" 35 "Relaxed" 1 1
72 5 "First" 22 "Relaxed" 1 1
72 5 "Second" 43 "Relaxed" 1 1
73 5 "First" 16 "Relaxed" 1 1
73 5 "Second" 37 "Relaxed" 1 1
74 5 "First" 19 "Relaxed" 1 1
74 5 "Second" 52 "Relaxed" 1 1
75 5 "First" 15 "Relaxed" 1 1
75 5 "Second" 49 "Relaxed" 1 1
76 5 "First" 19 "Relaxed" 1 1
76 5 "Second" 37 "Relaxed" 1 1
77 5 "First" 18 "Relaxed" 1 1
77 5 "Second" 52 "Relaxed" 1 1
78 5 "First" 14 "Relaxed" 1 1
78 5 "Second" 35 "Relaxed" 1 1
79 5 "First" 12 "Relaxed" 1 1
79 5 "Second" 48 "Relaxed" 1 1
80 5 "First" 16 "Relaxed" 1 1
80 5 "Second" 37 "Relaxed" 1 1
81 5 "First" 17 "Relaxed" 1 1
81 5 "Second" 17 NA NA NA
82 5 "First" 16 "Relaxed" 1 1
82 5 "Second" 36 "Relaxed" 1 1
83 5 "First" 16 "Relaxed" 1 1
83 5 "Second" 36 "Relaxed" 1 1
84 5 "First" 15 "Relaxed" 1 1
84 5 "Second" 38 "Relaxed" 1 1
85 5 "First" 31 "Relaxed" 1 1
85 5 "Second" 47 "Relaxed" 1 1
86 5 "First" 16 "Relaxed" 1 1
86 5 "Second" 37 "Relaxed" 1 1
87 5 "First" 16 "Relaxed" 1 1
87 5 "Second" 16 NA NA NA
88 5 "First" 19 "Relaxed" 1 1
88 5 "Second" 38 "Relaxed" 1 1
89 5 "First" 15 "Relaxed" 1 1
89 5 "Second" 36 "Relaxed" 1 1
90 5 "First" 25 "Relaxed" 1 1
90 5 "Second" 25 NA NA NA
91 5 "First" 16 "Relaxed" 1 1
91 5 "Second" 37 "Relaxed" 1 1
92 5 "First" 23 "Relaxed" 1 1
92 5 "Second" 35 "Relaxed" 1 1
93 5 "First" 17 "Stressed" 4 1
93 5 "Second" 36 "Reactive to People Aggressive" 11 3
94 5 "First" 25 "Reactive to People Non Aggressive" 7 2
94 5 "Second" 41 "Relaxed" 1 1
95 5 "First" 17 "Relaxed" 1 1
95 5 "Second" 38 "Relaxed" 1 1
96 5 "First" 16 "Relaxed" 1 1
96 5 "Second" 37 "Relaxed" 1 1
97 5 "First" 19 "Relaxed" 1 1
97 5 "Second" 35 "Relaxed" 1 1
98 5 "First" 17 "Relaxed" 1 1
98 5 "Second" 37 "Relaxed" 1 1
99 5 "First" 21 "Relaxed" 1 1
99 5 "Second" 41 "Relaxed" 1 1
100 5 "First" 19 "Relaxed" 1 1
100 5 "Second" 39 "Relaxed" 1 1
101 5 "First" 17 "Stressed" 4 1
101 5 "Second" 17 NA NA NA
102 5 "First" 22 "Relaxed" 1 1
102 5 "Second" 22 NA NA NA
103 5 "First" 16 "Relaxed" 1 1
103 5 "Second" 43 "Relaxed" 1 1
104 5 "First" 17 "Relaxed" 1 1
104 5 "Second" 17 NA NA NA
105 5 "First" 16 "Relaxed" 1 1
105 5 "Second" 43 "Relaxed" 1 1
106 5 "First" 23 "Relaxed" 1 1
106 5 "Second" 23 NA NA NA
107 5 "First" 19 "Relaxed" 1 1
107 5 "Second" 40 "Relaxed" 1 1
108 5 "First" 18 "Relaxed" 1 1
108 5 "Second" 18 NA NA NA
109 5 "First" 19 "Stressed +" 5 2
109 5 "Second" 19 NA NA NA
110 5 "First" 14 "Relaxed" 1 1
110 5 "Second" 35 "Relaxed" 1 1
111 5 "First" 17 "Stressed" 4 1
111 5 "Second" 17 NA NA NA
112 5 "First" 17 "Relaxed" 1 1
112 5 "Second" 38 "Stressed" 4 1
113 5 "First" 19 "Relaxed" 1 1
113 5 "Second" 19 NA NA NA
114 5 "First" 17 "Stressed" 4 1
114 5 "Second" 17 NA NA NA
115 5 "First" 26 "Relaxed" 1 1
115 5 "Second" 41 "Relaxed" 1 1
116 5 "First" 29 "Relaxed" 1 1
116 5 "Second" 47 "Relaxed" 1 1
117 5 "First" 18 "Relaxed" 1 1
117 5 "Second" 40 "Reactive to People Aggressive" 11 3
118 5 "First" 36 "Relaxed" 1 1
118 5 "Second" 36 NA NA NA
119 5 "First" 18 "Relaxed" 1 1
119 5 "Second" 36 "No opinion" NA NA
120 5 "First" 17 "Relaxed" 1 1
120 5 "Second" 17 NA NA NA
121 5 "First" 23 "Relaxed" 1 1
121 5 "Second" 38 "Relaxed" 1 1
122 5 "First" 21 "Relaxed" 1 1
122 5 "Second" 21 NA NA NA
123 5 "First" 19 "Relaxed" 1 1
123 5 "Second" 40 "Reactive to People Non Aggressive" 7 2
124 5 "First" 38 "Relaxed" 1 1
124 5 "Second" 38 NA NA NA
125 5 "First" 20 "Relaxed" 1 1
125 5 "Second" 42 "Relaxed" 1 1
126 5 "First" 21 "Stressed" 4 1
126 5 "Second" 41 "Relaxed" 1 1
127 5 "First" 15 "Relaxed" 1 1
127 5 "Second" 36 "Relaxed" 1 1
128 5 "First" 17 "Relaxed" 1 1
128 5 "Second" 42 "Relaxed" 1 1
129 5 "First" 15 "Relaxed" 1 1
129 5 "Second" 15 NA NA NA
130 5 "First" 18 "Relaxed" 1 1
130 5 "Second" 38 "Relaxed" 1 1
131 5 "First" 38 "Relaxed" 1 1
131 5 "Second" 38 NA NA NA
132 5 "First" 22 "Relaxed" 1 1
132 5 "Second" 22 NA NA NA
133 5 "First" 19 "Relaxed" 1 1
133 5 "Second" 40 "Relaxed" 1 1
134 5 "First" 17 "Relaxed" 1 1
134 5 "Second" 38 "Relaxed" 1 1
135 5 "First" 15 "Relaxed" 1 1
135 5 "Second" 38 "Stressed" 4 1
136 5 "First" 23 "Relaxed" 1 1
136 5 "Second" 37 "Relaxed" 1 1
137 5 "First" 16 "Relaxed" 1 1
137 5 "Second" 37 "Relaxed" 1 1
138 5 "First" 16 "Relaxed" 1 1
138 5 "Second" 38 "Relaxed" 1 1
139 5 "First" 7 "Relaxed" 1 1
139 5 "Second" 41 "Stressed +" 5 2
140 5 "First" 20 "Relaxed" 1 1
140 5 "Second" 20 NA NA NA
141 5 "First" 27 "Relaxed" 1 1
141 5 "Second" 27 NA NA NA
142 5 "First" 17 "Relaxed" 1 1
142 5 "Second" 17 NA NA NA
143 5 "First" 25 "Stressed" 4 1
143 5 "Second" 37 "Stressed" 4 1
144 5 "First" 15 "Stressed" 4 1
144 5 "Second" 36 "Relaxed" 1 1
145 5 "First" 18 "Relaxed" 1 1
145 5 "Second" 38 "Relaxed" 1 1
146 5 "First" 21 "Relaxed" 1 1
146 5 "Second" 42 "Stressed +" 5 2
147 5 "First" 19 "Stressed +" 5 2
147 5 "Second" 39 "Relaxed" 1 1
148 5 "First" 20 "Relaxed" 1 1
148 5 "Second" 41 "Relaxed" 1 1
149 5 "First" 26 "Relaxed" 1 1
149 5 "Second" 40 "Stressed" 4 1
150 5 "First" 22 "Relaxed" 1 1
150 5 "Second" 36 "Relaxed" 1 1
151 5 "First" 23 "Relaxed" 1 1
151 5 "Second" 42 "Stressed" 4 1
152 5 "First" 23 "Relaxed" 1 1
152 5 "Second" 37 "Relaxed" 1 1
153 5 "First" 26 "Relaxed" 1 1
153 5 "Second" 26 NA NA NA
154 5 "First" 21 "Relaxed" 1 1
154 5 "Second" 21 NA NA NA
155 5 "First" 21 "Relaxed" 1 1
155 5 "Second" 43 "Relaxed" 1 1
156 5 "First" 22 "Relaxed" 1 1
156 5 "Second" 43 "Relaxed" 1 1
157 5 "First" 22 "Relaxed" 1 1
157 5 "Second" 37 "Relaxed" 1 1
158 5 "First" 19 "Relaxed" 1 1
158 5 "Second" 37 "Relaxed" 1 1
159 5 "First" 27 "Reactive to People Non Aggressive" 7 2
159 5 "Second" 41 "Reactive to People Non Aggressive" 7 2
160 5 "First" 23 "Relaxed" 1 1
160 5 "Second" 37 "Reactive to People Non Aggressive" 7 2
161 5 "First" 24 "Relaxed" 1 1
161 5 "Second" 24 NA NA NA
162 5 "First" 21 "Stressed +" 5 2
162 5 "Second" 36 "Stressed" 4 1
163 5 "First" 23 "Relaxed" 1 1
163 5 "Second" 38 "Relaxed" 1 1
164 5 "First" 15 "Relaxed" 1 1
164 5 "Second" 35 "Reactive to People Non Aggressive" 7 2
165 5 "First" 23 "Relaxed" 1 1
165 5 "Second" 39 "Stressed ++" 10 3
166 5 "First" 24 "Relaxed" 1 1
166 5 "Second" 42 "Relaxed" 1 1
167 5 "First" 19 "Reactive to Dogs Non Aggressive" 6 2
167 5 "Second" 19 NA NA NA
168 5 "First" 22 "Relaxed" 1 1
168 5 "Second" 22 NA NA NA
169 5 "First" 22 "Relaxed" 1 1
169 5 "Second" 39 "Relaxed" 1 1
170 5 "First" 20 "Reactive to People Non Aggressive" 7 2
170 5 "Second" 35 "Relaxed" 1 1
171 5 "First" 20 "Relaxed" 1 1
171 5 "Second" 20 NA NA NA
172 5 "First" 20 "Relaxed" 1 1
172 5 "Second" 20 NA NA NA
173 5 "First" 24 "Stressed" 4 1
173 5 "Second" 24 NA NA NA
174 5 "First" 21 "Vocal" 2 1
174 5 "Second" 43 "Reactive to Dogs Aggressive" 9 3
175 5 "First" 21 "Vocal" 2 1
175 5 "Second" 43 "Reactive to Dogs Aggressive" 9 3
176 5 "First" 16 "Relaxed" 1 1
176 5 "Second" 16 NA NA NA
177 5 "First" 20 "Stressed" 4 1
177 5 "Second" 41 "Relaxed" 1 1
178 5 "First" 21 "Relaxed" 1 1
178 5 "Second" 21 NA NA NA
179 5 "First" 24 "Relaxed" 1 1
179 5 "Second" 24 NA NA NA
180 5 "First" 25 "Reactive to Dogs Non Aggressive" 6 2
180 5 "Second" 25 NA NA NA
181 5 "First" 27 "Relaxed" 1 1
181 5 "Second" 27 NA NA NA
182 5 "First" 20 "Relaxed" 1 1
182 5 "Second" 42 "Stressed" 4 1
183 5 "First" 16 "Relaxed" 1 1
183 5 "Second" 37 "Relaxed" 1 1
184 5 "First" 26 "Relaxed" 1 1
184 5 "Second" 40 "Reactive to People Non Aggressive" 7 2
185 5 "First" 22 "Relaxed" 1 1
185 5 "Second" 37 "Reactive to People Non Aggressive" 7 2
186 5 "First" 20 "Stressed" 4 1
186 5 "Second" 20 NA NA NA
187 5 "First" 23 "Relaxed" 1 1
187 5 "Second" 23 NA NA NA
188 5 "First" 25 "Relaxed" 1 1
188 5 "Second" 40 "Relaxed" 1 1
189 5 "First" 20 "Relaxed" 1 1
189 5 "Second" 20 NA NA NA
190 5 "First" 22 "Relaxed" 1 1
190 5 "Second" 39 "Relaxed" 1 1
191 5 "First" 15 "Relaxed" 1 1
191 5 "Second" 36 "Relaxed" 1 1
192 5 "First" 27 "Relaxed" 1 1
192 5 "Second" 40 "Relaxed" 1 1
193 5 "First" 21 "Relaxed" 1 1
193 5 "Second" 21 NA NA NA
194 5 "First" 22 "Relaxed" 1 1
194 5 "Second" 22 NA NA NA
195 5 "First" 23 "Relaxed" 1 1
195 5 "Second" 23 NA NA NA
196 5 "First" 19 "Relaxed" 1 1
196 5 "Second" 19 NA NA NA
197 5 "First" 20 "Stressed" 4 1
197 5 "Second" 20 NA NA NA
198 5 "First" 20 "Stressed" 4 1
198 5 "Second" 20 NA NA NA
199 5 "First" 19 "Relaxed" 1 1
199 5 "Second" 19 NA NA NA
200 5 "First" 18 "Relaxed" 1 1
200 5 "Second" 36 "Relaxed" 1 1
201 5 "First" 18 "Relaxed" 1 1
201 5 "Second" 39 "Relaxed" 1 1
202 5 "First" 19 "Relaxed" 1 1
202 5 "Second" 41 "Relaxed" 1 1
203 5 "First" 16 "Relaxed" 1 1
203 5 "Second" 40 "Stressed" 4 1
204 5 "First" 19 "Relaxed" 1 1
204 5 "Second" 39 "Relaxed" 1 1
205 5 "First" 15 "Relaxed" 1 1
205 5 "Second" 36 "Relaxed" 1 1
206 5 "First" 22 "Relaxed" 1 1
206 5 "Second" 22 NA NA NA
207 5 "First" 19 "Relaxed" 1 1
207 5 "Second" 39 "Vocal" 2 1
208 5 "First" 23 "Relaxed" 1 1
208 5 "Second" 42 "Relaxed" 1 1
209 5 "First" 19 "Relaxed" 1 1
209 5 "Second" 44 "Relaxed" 1 1
210 5 "First" 17 "Stressed" 4 1
210 5 "Second" 17 NA NA NA
211 5 "First" 23 "Relaxed" 1 1
211 5 "Second" 23 NA NA NA
212 5 "First" 21 "Relaxed" 1 1
212 5 "Second" 37 "Relaxed" 1 1
213 5 "First" 18 "Stressed" 4 1
213 5 "Second" 38 "Vocal" 2 1
214 5 "First" 22 "Relaxed" 1 1
214 5 "Second" 35 "Relaxed" 1 1
215 5 "First" 17 "Relaxed" 1 1
215 5 "Second" 17 NA NA NA
216 5 "First" 20 "Relaxed" 1 1
216 5 "Second" 20 NA NA NA
217 5 "First" 18 "Relaxed" 1 1
217 5 "Second" 18 NA NA NA
218 5 "First" 18 "Relaxed" 1 1
218 5 "Second" 36 "Relaxed" 1 1
219 5 "First" 16 "Relaxed" 1 1
219 5 "Second" 16 NA NA NA
220 5 "First" 17 "Relaxed" 1 1
220 5 "Second" 17 NA NA NA
221 5 "First" 15 "Relaxed" 1 1
221 5 "Second" 43 "Relaxed" 1 1
222 5 "First" 21 "Stressed" 4 1
222 5 "Second" 44 "Stressed +" 5 2
223 5 "First" 23 "Relaxed" 1 1
223 5 "Second" 38 "Relaxed" 1 1
224 5 "First" 19 "Relaxed" 1 1
224 5 "Second" 36 "Relaxed" 1 1
225 5 "First" 17 "Relaxed" 1 1
225 5 "Second" 36 "Relaxed" 1 1
226 5 "First" 15 "Relaxed" 1 1
226 5 "Second" 43 "Relaxed" 1 1
227 5 "First" 22 "Relaxed" 1 1
227 5 "Second" 39 "Relaxed" 1 1
228 5 "First" 19 "Relaxed" 1 1
228 5 "Second" 40 "Relaxed" 1 1
229 5 "First" 17 "Relaxed" 1 1
229 5 "Second" 17 NA NA NA
230 5 "First" 21 "Relaxed" 1 1
230 5 "Second" 37 "Relaxed" 1 1
231 5 "First" 22 "Relaxed" 1 1
231 5 "Second" 40 "Relaxed" 1 1
232 5 "First" 22 "Relaxed" 1 1
232 5 "Second" 40 "Relaxed" 1 1
233 5 "First" 15 "Vocal" 2 1
233 5 "Second" 15 NA NA NA
234 5 "First" 15 "Relaxed" 1 1
234 5 "Second" 15 NA NA NA
235 5 "First" 19 "Relaxed" 1 1
235 5 "Second" 19 NA NA NA
236 5 "First" 17 "Relaxed" 1 1
236 5 "Second" 17 NA NA NA
237 5 "First" 22 "Relaxed" 1 1
237 5 "Second" 36 "Relaxed" 1 1
238 5 "First" 22 "Relaxed" 1 1
238 5 "Second" 37 "Relaxed" 1 1
239 5 "First" 17 "Reactive to People Non Aggressive" 7 2
239 5 "Second" 17 NA NA NA
240 5 "First" 16 "Relaxed" 1 1
240 5 "Second" 16 NA NA NA
241 5 "First" 15 "Vocal" 2 1
241 5 "Second" 15 NA NA NA
1 6 "First" 16 "Relaxed" 1 1
1 6 "Second" 20 "Reactive to Dogs Non Aggressive" 6 2
2 6 "First" 18 "Excitable" 2 1
2 6 "Second" 40 "Excitable" 2 1
3 6 "First" 21 "Excitable" 2 1
3 6 "Second" 35 "Relaxed" 1 1
4 6 "First" 26 "Excitable" 2 1
4 6 "Second" 47 "Excitable" 2 1
5 6 "First" 21 "Relaxed" 1 1
5 6 "Second" 21 NA NA NA
6 6 "First" 19 "Relaxed" 1 1
6 6 "Second" 40 "Excitable" 2 1
7 6 "First" 24 "Excitable" 2 1
7 6 "Second" 53 "Relaxed" 1 1
8 6 "First" 19 "Excitable" 2 1
8 6 "Second" 19 NA NA NA
9 6 "First" 15 "Relaxed" 1 1
9 6 "Second" 42 "Reactive to Dogs Non Aggressive" 6 2
10 6 "First" 15 "Excitable" 2 1
10 6 "Second" 35 "Relaxed" 1 1
11 6 "First" 18 "Relaxed" 1 1
11 6 "Second" 18 NA NA NA
12 6 "First" 18 "Excitable" 2 1
12 6 "Second" 18 NA NA NA
13 6 "First" 21 "Excitable" 2 1
13 6 "Second" 21 NA NA NA
14 6 "First" 14 "Excitable" 2 1
14 6 "Second" 56 "Excitable" 2 1
15 6 "First" 19 "Relaxed" 1 1
15 6 "Second" 44 "Relaxed" 1 1
16 6 "First" 17 "Reactive to Dogs Non Aggressive" 6 2
16 6 "Second" 45 "Excitable" 2 1
17 6 "First" 21 "Relaxed" 1 1
17 6 "Second" 37 "Relaxed" 1 1
18 6 "First" 21 "Excitable" 2 1
18 6 "Second" 21 NA NA NA
19 6 "First" 21 "Excitable" 2 1
19 6 "Second" 42 "Excitable" 2 1
20 6 "First" 22 "Excitable" 2 1
20 6 "Second" 22 NA NA NA
21 6 "First" 21 "Vocal" 3 1
21 6 "Second" 49 "Reactive to Dogs Non Aggressive" 6 2
22 6 "First" 19 "Relaxed" 1 1
22 6 "Second" 44 "Relaxed" 1 1
23 6 "First" 19 "Relaxed" 1 1
23 6 "Second" 42 "Relaxed" 1 1
24 6 "First" 19 "Stressed +" 5 2
24 6 "Second" 19 NA NA NA
25 6 "First" 20 "Excitable" 2 1
25 6 "Second" 41 "Relaxed" 1 1
26 6 "First" 14 "Reactive to Dogs Non Aggressive" 6 2
26 6 "Second" 14 NA NA NA
27 6 "First" 22 "Focused" 8 2
27 6 "Second" 43 "Focused" 8 2
28 6 "First" 16 "Relaxed" 1 1
28 6 "Second" 43 "Excitable" 2 1
29 6 "First" 19 "Reactive to Dogs Aggressive" 9 3
29 6 "Second" 42 "Relaxed" 1 1
30 6 "First" 27 "Relaxed" 1 1
30 6 "Second" 27 NA NA NA
31 6 "First" 16 "Relaxed" 1 1
31 6 "Second" 16 NA NA NA
32 6 "First" 23 "Excitable" 2 1
32 6 "Second" 23 NA NA NA
33 6 "First" 21 "Relaxed" 1 1
33 6 "Second" 21 NA NA NA
34 6 "First" 24 "Relaxed" 1 1
34 6 "Second" 41 "No opinion" NA NA
35 6 "First" 20 "Relaxed" 1 1
35 6 "Second" 37 "Reactive to Dogs Aggressive" 9 3
36 6 "First" 18 "Relaxed" 1 1
36 6 "Second" 38 "Relaxed" 1 1
37 6 "First" 19 "Excitable" 2 1
37 6 "Second" 19 NA NA NA
38 6 "First" 17 "Excitable" 2 1
38 6 "Second" 17 NA NA NA
39 6 "First" 24 "Relaxed" 1 1
39 6 "Second" 24 NA NA NA
40 6 "First" 19 "Excitable" 2 1
40 6 "Second" 19 NA NA NA
41 6 "First" 14 "Excitable" 2 1
41 6 "Second" 14 NA NA NA
42 6 "First" 17 "Focused" 8 2
42 6 "Second" 17 NA NA NA
43 6 "First" 15 "Excitable" 2 1
43 6 "Second" 52 "Reactive to Dogs Non Aggressive" 6 2
44 6 "First" 16 "Relaxed" 1 1
44 6 "Second" 16 NA NA NA
45 6 "First" 17 "No opinion" NA NA
45 6 "Second" 17 NA NA NA
46 6 "First" 19 "No opinion" NA NA
46 6 "Second" 19 NA NA NA
47 6 "First" 18 "Relaxed" 1 1
47 6 "Second" 18 NA NA NA
48 6 "First" 46 "Excitable" 2 1
48 6 "Second" 67 "Excitable" 2 1
49 6 "First" 15 "Relaxed" 1 1
49 6 "Second" 15 NA NA NA
50 6 "First" 17 "Excitable" 2 1
50 6 "Second" 17 NA NA NA
51 6 "First" 21 "Relaxed" 1 1
51 6 "Second" 36 "Relaxed" 1 1
52 6 "First" 21 "Relaxed" 1 1
52 6 "Second" 42 "Vocal" 3 1
53 6 "First" 15 "Relaxed" 1 1
53 6 "Second" 51 "Unsure" 4 1
54 6 "First" 17 "Excitable" 2 1
54 6 "Second" 17 NA NA NA
55 6 "First" 22 "Relaxed" 1 1
55 6 "Second" 37 "Relaxed" 1 1
56 6 "First" 35 "Relaxed" 1 1
56 6 "Second" 35 NA NA NA
57 6 "First" 15 "Excitable" 2 1
57 6 "Second" 44 "Focused" 8 2
58 6 "First" 16 "No opinion" NA NA
58 6 "Second" 37 "Relaxed" 1 1
59 6 "First" 18 "Relaxed" 1 1
59 6 "Second" 18 NA NA NA
60 6 "First" 15 "Unsure" 4 1
60 6 "Second" 15 NA NA NA
61 6 "First" 20 "Relaxed" 1 1
61 6 "Second" 41 "Relaxed" 1 1
62 6 "First" 51 "Relaxed" 1 1
62 6 "Second" 72 "Relaxed" 1 1
63 6 "First" 19 "Excitable" 2 1
63 6 "Second" 40 "Reactive to Dogs Non Aggressive" 6 2
64 6 "First" 15 "Relaxed" 1 1
64 6 "Second" 50 "Reactive to Dogs Non Aggressive" 6 2
65 6 "First" 29 "Relaxed" 1 1
65 6 "Second" 29 NA NA NA
66 6 "First" 15 "Stressed +" 5 2
66 6 "Second" 36 "Stressed +" 5 2
67 6 "First" 17 "Relaxed" 1 1
67 6 "Second" 39 "Reactive to Dogs Non Aggressive" 6 2
68 6 "First" 15 "Relaxed" 1 1
68 6 "Second" 42 "Relaxed" 1 1
69 6 "First" 16 "Unsure" 4 1
69 6 "Second" 38 "Excitable" 2 1
70 6 "First" 16 "Relaxed" 1 1
70 6 "Second" 52 "Relaxed" 1 1
71 6 "First" 16 "Focused" 8 2
71 6 "Second" 35 "Relaxed" 1 1
72 6 "First" 22 "Relaxed" 1 1
72 6 "Second" 43 "Relaxed" 1 1
73 6 "First" 16 "Relaxed" 1 1
73 6 "Second" 37 "Relaxed" 1 1
74 6 "First" 19 "Reactive to People Non Aggressive" 7 2
74 6 "Second" 52 "Excitable" 2 1
75 6 "First" 15 "Unsure" 4 1
75 6 "Second" 49 "Relaxed" 1 1
76 6 "First" 19 "Unsure" 4 1
76 6 "Second" 37 "Relaxed" 1 1
77 6 "First" 18 "Excitable" 2 1
77 6 "Second" 52 "Excitable" 2 1
78 6 "First" 14 "Relaxed" 1 1
78 6 "Second" 35 "Relaxed" 1 1
79 6 "First" 12 "Relaxed" 1 1
79 6 "Second" 48 "Relaxed" 1 1
80 6 "First" 16 "Reactive to Dogs Aggressive" 9 3
80 6 "Second" 37 "Relaxed" 1 1
81 6 "First" 17 "Relaxed" 1 1
81 6 "Second" 17 NA NA NA
82 6 "First" 16 "Excitable" 2 1
82 6 "Second" 36 "Excitable" 2 1
